StartDate,EndDate,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,batch,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,id,comp1g1 ,comp2g1,Action1rA ,Action1rB,treatment,role,action,comp1g1BZ ,comp2g1BZ,ActionABZ,ActionBBZ,comp1EW ,comp2EW,EWg1actionA,EWg1actionB ,Advice1,About,Dnorm1,Dnorm2,Snorm1 ,Snorm2,Lotteries,education ,hamlet,politics_1,Submission id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
9/20/23 14:40,9/20/23 14:49,85.237.170.96,100,547,TRUE,9/20/23 14:49,R_0AOCixWQc8yvQv7,1,54.6037,18.2503,EN,1,6017d41dbde03aa65f60dd59,5 tokens,15 tokens,,Hold,k,b,Hold,,,,,,,,,"If you are assigned with the role A it is better for you to hold keeping the guaranteed 5 tokens for yourself. You could pass from time to time, but that's a 50% risk of losing all. If you are assigned with B role then you should definitely hold to get extra 5 tokens getting all 20 tokens for yourself. So in summary you should rather hold than pass.","It doesn't remind me of a daily life situation. I think it is trying to capture human's limit to trust, as you very often give something of yours on stakes of another person and the pay-off depends solely on their decision. This mistrust makes you earn more, as you choose safer option rather than riskier, more profitable one",Hold,Pass,Hold,Pass,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens","Four-year degree (Bachelor's, etc.)",15000,60,650b4a8b0a05cd6ff29b1ca3,APPROVED,2023-09-20T19:40:13.587000Z,2023-09-20T19:49:38.402000Z,2023-09-20T20:20:44.825000,2023-09-20T19:49:38.857260Z,565,C18UP4AJ,123,23,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
9/20/23 14:41,9/20/23 14:49,89.64.87.193,100,474,TRUE,9/20/23 14:49,R_1GBOxbU73BtmAIq,1,52.2304,21.0248,EN,0.899999976,5ff37e0050a71994a54be514,0 tokens,15 tokens,,Pass,k,b,Pass,,,,,,,,,"For me in those types of games the best option to choose is always the one you and the other player get equal number, so then you always gain IF the other player chose the same option as well","Hmm... I'm always thinking to myself, that this is how life looks. From my own experience and from what I've seen around me sometimes when you gain more, other people don't gain anything and sometimes we just all live day by day equally getting somethin, but never ever more than that.",Pass,Hold,none,none,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens","Four-year degree (Bachelor's, etc.)",40000,72,650b4af7cd548fa7b067659d,APPROVED,2023-09-20T19:41:43.619000Z,2023-09-20T19:50:24.304000Z,2023-09-20T20:20:58.845000,2023-09-20T19:50:24.850136Z,521,C18UP4AJ,208,21,Female,White,Poland,Poland,Poland,Polish,Yes,DATA_EXPIRED
9/20/23 14:42,9/20/23 14:49,212.251.116.85,100,420,TRUE,9/20/23 14:49,R_3O6MN1THUjPKdeu,1,37.9842,23.7353,EN,1,5f4e6033550a4d028a534717,5 tokens,15 tokens,Hold,,k,a,Hold,,,,,,,,,"Since we dont know how our counterpart thinks on the first set its better to ""hold"" than risk getting 0","IN many cases in real life its best to keep what you have instead of risking everything, ",Hold,Hold,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","2-year degree (Associate's, etc.)",35000,60,650b4b1c6130e0bd9d1ca7e8,APPROVED,2023-09-20T19:42:20.466000Z,2023-09-20T19:49:39.051000Z,2023-09-20T20:20:48.733000,2023-09-20T19:49:39.504345Z,439,C18UP4AJ,111,46,Male,White,Greece,Greece,Greece,Greek,No,Part-Time
9/20/23 14:40,9/20/23 14:49,105.253.153.106,100,549,TRUE,9/20/23 14:49,R_1mEoGIdCbbBFY8R,1,-29.9056,30.9405,EN,1,60eb6fe44fb4be2b4e7d9b13,,,,,ew,a,Hold,,,,,15 tokens,20 tokens,Hold,,"The best way to play this game is to, firstly understand the rules. You need to trust your intuition ","It reminds me of teamwork, trusting one's instincts, as well as the importance of paying attention to whatever task you're doing. ",Hold,Hold,Hold,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens","Four-year degree (Bachelor's, etc.)",70000,36,650b4ab6e6afd17b7301cdfc,APPROVED,2023-09-20T19:40:43.237000Z,2023-09-20T19:50:42.897000Z,2023-09-20T20:20:55.987000,2023-09-20T19:50:43.407771Z,600,C18UP4AJ,110,27,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
9/20/23 14:40,9/20/23 14:49,94.66.136.167,100,544,TRUE,9/20/23 14:49,R_qFaDlPkPdwGAmc1,1,35.5174,24.0169,EN,1,5c9124ef3b7f9e0013728485,,,,,ew,a,Pass,,,,,0 tokens,15 tokens,Pass,,read the instractions very well and think carefully before you choose your actions.,i didn't do much but it sounds like how investment plans work and how risky they are,Pass,Hold,Pass,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens","Four-year degree (Bachelor's, etc.)",30000,85,650b4aa700d4421f2684d113,APPROVED,2023-09-20T19:40:28.005000Z,2023-09-20T19:49:46.281000Z,2023-09-20T20:20:55.571000,2023-09-20T19:49:46.826861Z,559,C18UP4AJ,137,27,Female,White,Greece,Greece,Greece,Greek,Yes,Unemployed (and job seeking)
9/20/23 14:40,9/20/23 14:50,31.60.11.243,100,605,TRUE,9/20/23 14:50,R_dfXSnRfnYUAx0Ah,1,51.1043,17.0335,EN,1,64a098b1aef06428eb65eb4e,,,,,bz,b,Hold,10 tokens,15 tokens,,Hold,,,,,"For me.personally, this game seems to be very much based on luck, rather than some tactical thinking. However, you could play safe by holding, but if I'd play this game with my friends, I would probably take more risks to make the game more fun.","I saw this game primarily as a resemblance of a game of poker. However, it could resemble some other, more daily life situations in which you are required yo to take risks.",Hold,Pass,none,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",Some college,25000,100,650b4a97892d44d808c97768,APPROVED,2023-09-20T19:40:23.460000Z,2023-09-20T19:50:58.707000Z,2023-09-20T20:20:45.590000,2023-09-20T19:50:59.233836Z,636,C18UP4AJ,16,19,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
9/20/23 14:40,9/20/23 14:50,31.183.76.52,100,610,TRUE,9/20/23 14:50,R_2Bzc7kenbibUAz8,1,51.7646,19.4641,EN,1,5fad5482f2e5c201d4a5cd76,,,,,bz,a,Pass,0 tokens,15 tokens,Pass,,,,,,in my opinion the best way is to select pass and get each other a 50 percent of the prize,It is like getting into a negotiations with people with completely different plans about spending time on vacation ,Hold,Pass,Pass,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens","2-year degree (Associate's, etc.)",3000,72,650b4a713b3c26b91c9406c3,APPROVED,2023-09-20T19:40:10.731000Z,2023-09-20T19:50:48.372000Z,2023-09-20T20:20:54.442000,2023-09-20T19:50:49.537168Z,638,C18UP4AJ,237,22,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
9/20/23 14:40,9/20/23 14:50,82.10.176.53,100,610,TRUE,9/20/23 14:50,R_4Z5PqUK8jBakTqV,1,51.6144,-0.3368,EN,1,5be9fa3d1781990001f88382,,,,,bz,a,Pass,0 tokens,15 tokens,Pass,,,,,,"The way this game works is all about teamwork. You will be asked to hold or pass your tokens, there is no trick to it you just have to keep sharing them and you will get more and more tokens. However if you press hold then you keep your tokens and the game ends.",This interaction reminds me of how we should all be more thoughtful of each other and help each other.,Pass,Hold,Pass,Pass,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: -2 tokens",Some college,"100,000",60,650b4a8d6fc1313153eb4534,APPROVED,2023-09-20T19:40:13.961000Z,2023-09-20T19:50:54.874000Z,2023-09-20T20:20:54.850000,2023-09-20T19:50:55.386317Z,641,C18UP4AJ,31,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
9/20/23 14:39,9/20/23 14:50,94.60.255.10,100,610,TRUE,9/20/23 14:50,R_2WuPJhKtMSgSZoB,1,41.2345,-8.6182,EN,0.899999976,62c4371b086b25a79c7d4ef2,5 tokens,15 tokens,,Pass,k,b,Pass,,,,,,,,,"You should always pass no matter which player you are (A or B). Being player A u can either triple you starting tokens or lose them all depending on player B, its a gamble but a worth one, as player B its better to just pass if you have a good morals since player A already places trust in you to also pass so you can both come out winning ","I can't recall anything in my daily life that would circle back to this problem, however I do think the point of this problem falls on someones greed. Greed is gonna be the main way both players come out losing ",Pass,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",Some college,12000000,50,650b4a8dbdc7db068f9a45b6,APPROVED,2023-09-20T19:39:57.632000Z,2023-09-20T19:50:13.746000Z,2023-09-20T20:20:44.968000,2023-09-20T19:50:14.295989Z,617,C18UP4AJ,244,22,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
9/20/23 14:42,9/20/23 14:50,41.13.8.5,100,479,TRUE,9/20/23 14:50,R_2fJX20Tt9T0yfEJ,1,-26.3811,27.8376,EN,1,61098363298108ee13a5a0df,5 tokens,15 tokens,,Pass,k,b,Pass,,,,,,,,,Passing would be great as you get to have more also in consideration with the other person. Uts a win win,Its about how some people tryst that everyone is consoderate of the other person and not selfish,Pass,Hold,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",Terminal graduate degree,18000000,50,650b4b156fc1313153eb4551,APPROVED,2023-09-20T19:42:23.238000Z,2023-09-20T19:50:58.367000Z,2023-09-20T20:20:59.256000,2023-09-20T19:50:58.886247Z,516,C18UP4AJ,176,33,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,DATA_EXPIRED,DATA_EXPIRED
9/20/23 14:40,9/20/23 14:50,94.172.213.11,100,639,TRUE,9/20/23 14:50,R_Y0n0zw6yu0egPfP,1,54.353,18.659,EN,,5ecd38ad807bc304af15e75c,,,,,ew,a,Pass,,,,,5 tokens,15 tokens,Pass,,the best strategy while playing as A is to pass the tokens and count on B to pass it as well. If he passes too you both get  15 tokens each. If you decide to hold as A your reward is max 5 tokens so in my opinion is better to risk it for the potential 15 tokens,I think that is is trying to capture the willingsness for taking the risk. You have to count on random person to make descision not knowing who he is or what are his motivations. The most moral option is for both players to pass is that way you both get reward,Hold,Hold,Pass,Pass,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens","Four-year degree (Bachelor's, etc.)",500000,70,650b4a9487015d97c3cc5448,APPROVED,2023-09-20T19:40:04.728000Z,2023-09-20T19:50:57.852000Z,2023-09-20T20:20:45.305000,2023-09-20T19:50:58.491490Z,654,C18UP4AJ,240,22,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
9/20/23 14:41,9/20/23 14:50,176.63.24.84,100,584,TRUE,9/20/23 14:50,R_1HelqHccN0pGnXl,1,47.1882,18.4089,EN,1,5ffea9e7fdcee257071ec396,,,,,ew,a,Pass,,,,,5 tokens,15 tokens,Pass,,if you are A it is worth to loan the tokens because the payout is more than the possible loss. The most value is gained when both players choose trust instead of being selfish. It is what makes humanity go forward,"Trust is essential to gain more, cooperation is always important, in a group project one could steal all the credit for a team effort but then no one will work with them anymore",Pass,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)",120000,30,650b4ad3fb7f76d73e7395e5,APPROVED,2023-09-20T19:41:10.013000Z,2023-09-20T19:51:07.411000Z,2023-09-20T20:20:57.273000,2023-09-20T19:51:07.914705Z,598,C18UP4AJ,183,27,Female,White,Hungary,Hungary,Hungary,Hungarian,Yes,Full-Time
9/20/23 14:41,9/20/23 14:50,86.200.235.209,100,547,TRUE,9/20/23 14:50,R_bEGus3S6C0HUqQh,1,46.188,6.2119,EN,0.899999976,60d1c47733952a38c095068d,,,,,ew,a,Pass,,,,,5 tokens,15 tokens,Pass,,In my opinion the best way to play this game is to always loan. If both players loan everyone wins something. The problem begins when greed comes in to play. So loan in the start of the rounds and then hold when you have a sizable amount  ,"I honestly have no idea what this is trying to capture, and in my daily life I don't normally think about loaning anything with the intent to get back more of if. ",Pass,Pass,Pass,Pass,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: -2 tokens","Four-year degree (Bachelor's, etc.)",500000,70,650b4ad6472856412d6765a6,APPROVED,2023-09-20T19:41:10.619000Z,2023-09-20T19:50:38.395000Z,2023-09-20T20:20:46.879000,2023-09-20T19:50:38.853589Z,568,C18UP4AJ,285,25,Male,White,Portugal,France,Portugal,Portuguese,Yes,Full-Time
9/20/23 14:41,9/20/23 14:51,90.214.205.191,100,597,TRUE,9/20/23 14:51,R_rqoZfnXAopTLcD7,1,54.6,-1.55,EN,0.899999976,5e7024c6a20e475fc2bf1197,,,,,bz,b,Pass,10 tokens,15 tokens,,Pass,,,,,I would advise players to think logically. I would also advide that plsyers at fairly and consider each other when making decisions. Thoroughly reading through the rules to consolidate understanding is also important. ,I do not know what this interaction is trying to capture. It does not remind me of anything from my daily life. I found the description to be quite confusing. ,Pass,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)","136,000",90,650b4acfcd548fa7b0676596,APPROVED,2023-09-20T19:41:07.330000Z,2023-09-20T19:51:37.182000Z,2023-09-20T20:20:56.995000,2023-09-20T19:51:37.841794Z,630,C18UP4AJ,338,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
9/20/23 14:43,9/20/23 14:51,176.58.137.222,100,482,TRUE,9/20/23 14:51,R_XEYTFM7E8BfCrJf,1,37.9842,23.7353,EN,0.699999988,6092d6c40ddf25b74e934eef,,,,,bz,b,Pass,10 tokens,15 tokens,,Pass,,,,,"just concentrate on the game, think wisely and read carefully the instructions.",it reminds me of hard decisions that i have to mae without knowing what the outcome will be ,Hold,Pass,Pass,Pass,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",Some college,"3,154,000",,650b4b4e4423b3ec6295e729,APPROVED,2023-09-20T19:43:10.061000Z,2023-09-20T19:51:31.371000Z,2023-09-20T20:20:49.939000,2023-09-20T19:51:31.820520Z,502,C18UP4AJ,331,28,Male,White,Greece,Greece,Greece,Greek,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
9/20/23 14:41,9/20/23 14:51,62.28.103.244,100,608,TRUE,9/20/23 14:51,R_cAtAmHztyCHL5sJ,1,41.1384,-8.6168,EN,0.899999976,612a6d453bd82d3eb74febe9,,,,,bz,a,Pass,0 tokens,15 tokens,Pass,,,,,,"I think we should pass it on so that we always end up with equal value. If not, it will always be a more selfish decision and, in the end, greed may even cause us to end up with nothing.",I think this interaction is making us think about everyday situations in which we have to share something with someone else and that we should mostly share with each other so that everyone gets the same. ,Pass,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)",120000,50,650b4abebbeb939b3cb55551,APPROVED,2023-09-20T19:41:14.070000Z,2023-09-20T19:51:50.665000Z,2023-09-20T20:20:56.226000,2023-09-20T19:51:51.322119Z,637,C18UP4AJ,338,26,Female,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,Full-Time
9/20/23 14:40,9/20/23 14:51,213.22.232.236,100,693,TRUE,9/20/23 14:51,R_2uJPuOd9dt9BAFc,1,41.3106,-8.6608,EN,0.899999976,60f99a6cf123f6e784592e95,5 tokens,15 tokens,,Pass,k,b,Pass,,,,,,,,,"I'd recommend passing, you hold all the cards in this as person B. It's in your best interest that the game continues in order to get more tokens. Choosing to Hold would just end the game and you'd only make 5 extra tokens which is not much. You'd also be benefitting the other participant who chose to trust you.","Nothing specific comes to mind. In certain situations I think it's better to work together in order to make more out of it, as long as there's trust. If someone decided to trust me I wouldn't feel good to break that trust, as long as it doesn't have a negative impact on me.",Pass,Hold,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens","Four-year degree (Bachelor's, etc.)",4000,61,650b4a9f16a9e564fee5cde0,APPROVED,2023-09-20T19:40:15.476000Z,2023-09-20T19:52:21.714000Z,2023-09-20T20:20:45.724000,2023-09-20T19:52:22.323432Z,727,C18UP4AJ,428,27,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
9/20/23 14:40,9/20/23 14:51,89.181.109.91,100,639,TRUE,9/20/23 14:51,R_2R1zV2Rmfk5hsTv,1,38.731,-9.1373,EN,1,5ee4bdf630104e1c85f76805,0 tokens,15 tokens,,Pass,k,b,Pass,,,,,,,,,"Be mindful of your counterpart; this is just a survery not a real game with big amouts of money on the line. No need to Hold, just pass and share the tokens.. ",It's trying to see the selfishness of man. Reminds me of UK game show GoldenBalls.,Pass,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",Some college,62000,35,650b4ac13579e7ef41e3e396,APPROVED,2023-09-20T19:40:49.265000Z,2023-09-20T19:52:00.819000Z,2023-09-20T20:20:46.583000,2023-09-20T19:52:01.365514Z,672,C18UP4AJ,185,35,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
9/20/23 14:43,9/20/23 14:50,77.99.157.106,100,465,TRUE,9/20/23 14:51,R_12clfkNagNRinAs,1,52.5794,-2.0861,EN,0.899999976,5e388c2b5d3ba8069613476e,,,,,ew,a,Hold,,,,,5 tokens,15 tokens,Hold,,It would be best to hold. The thought process being that they will expect you to loan and will also hold and by holding the game will end thus each player makes a return. On the other hand they could steal the money by returning else.,I think the idea is to weigh up reward and consequence. We do not know what the other player will do. You have to think what your actions will cause.,Hold,Pass,none,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",Some college,10000,50,650b4b4c6fc1313153eb4572,APPROVED,2023-09-20T19:43:12.375000Z,2023-09-20T19:51:17.640000Z,2023-09-20T20:20:49.517000,2023-09-20T19:51:18.226362Z,486,C18UP4AJ,478,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
9/20/23 14:41,9/20/23 14:50,165.225.12.226,100,561,TRUE,9/20/23 14:51,R_21p7zxM0zdnQOD9,1,50.8534,4.347,EN,1,60743460b5afa37bb084dd4b,,,,,ew,b,Hold,,,,,5 tokens,15 tokens,,Hold,"I have just had an interaction where I was the player B. Player A had decided to pass on the tokens, meaning that the potential gain for both of us was higher than if he had decided to hold. However, by deciding to hold as person B, your gain is higher (by 5 tokens) than if you decided to pass the tokens too.","I think that this interaction is inspired by the games theory. It also illustrates that people can sometimes be jerks, if they are given the choice (here : earning more as a jerk than as a good person). Cames theory is actually very much present in everyday's life (sadly). ",Pass,Hold,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",Terminal graduate degree,130000,87,650b4aec20e7e6b06018fc06,APPROVED,2023-09-20T19:41:36.073000Z,2023-09-20T19:51:27.848000Z,2023-09-20T20:20:58.135000,2023-09-20T19:51:28.410607Z,592,C18UP4AJ,146,40,Female,White,Poland,Belgium,Belgium,Polish,No,Full-Time
9/20/23 14:41,9/20/23 14:51,81.9.194.37,100,596,TRUE,9/20/23 14:51,R_25jkqn9hB87q5t7,1,43.2654,-2.9265,ES-ES,0.899999976,5eb7d40de586f07198f3a8c0,,,,,ew,b,Pass,,,,,0 tokens,15 tokens,,Pass,"If you hold, you don't take any risks, so you'll win less. If you pass, you're gambling to win more or lose it all.","It reminds me that those who don't take risks don't gain anything, while those who risk something are gambling to win more or lose it all, or at least a significant portion.",Pass,Pass,Pass,Pass,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens","Four-year degree (Bachelor's, etc.)",300,20,650b4ada2195216a7e66d766,APPROVED,2023-09-20T19:41:14.854000Z,2023-09-20T19:51:39.222000Z,2023-09-20T20:20:57.424000,2023-09-20T19:51:40.024323Z,625,C18UP4AJ,299,49,Female,White,Spain,Spain,Spain,Spanish,No,Full-Time
9/20/23 14:47,9/20/23 14:51,81.178.132.40,100,231,TRUE,9/20/23 14:51,R_2TFuu7LfD7mYb1r,1,51.2687,0.5783,EN,0.899999976,60341b46f94c662021025cf9,,,,,ew,b,Pass,,,,,5 tokens,15 tokens,,Pass,"Always share, it gives you the best chance of winning for both of you. Its important to trust your counterpart",I feel it is trying to capture the himan nature between sharing or being greedy and keeping things for yourself,Pass,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",Some college,100000,41,650b4b56f5ed61523d17cca2,APPROVED,2023-09-20T19:43:21.736000Z,2023-09-20T19:51:36.084000Z,2023-09-20T20:20:50.332000,2023-09-20T19:51:36.646884Z,495,C18UP4AJ,275,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
9/20/23 14:39,9/20/23 14:52,83.26.141.227,100,795,TRUE,9/20/23 14:52,R_2fjGbsXcaJ4jlcJ,1,51.7737,19.4767,EN,0.899999976,5eb40e49245b8622104636ec,,,,,bz,b,Pass,10 tokens,15 tokens,,Pass,,,,,look fully at the picture and take your time to think about your move. look at the amount of tokens you will have after your move. you need to read the instruction very carefully and don't rush .,"it reminds me about making decisions in the shop when i'm buying something, because i need to think if i really need to spend my money on it or save the money for later",Hold,Pass,none,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",High school,3500,40,650b4a7b4427d5fa0f7755da,APPROVED,2023-09-20T19:39:39.841000Z,2023-09-20T19:53:49.696000Z,2023-09-20T20:20:44.413000,2023-09-20T19:53:50.173769Z,850,C18UP4AJ,361,20,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
9/20/23 14:42,9/20/23 14:52,187.251.110.39,100,578,TRUE,9/20/23 14:52,R_21nPd7gjF4zGHZB,1,29.0381,-110.9477,EN,1,5f2de85a6a3798144d095ae8,,,,,bz,b,Pass,10 tokens,15 tokens,,Pass,,,,,"i think the way to play is being rasonable about equality, you win if the partner wins.",when in college you share a homework with your classmate and help eachother,Pass,Hold,Pass,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",High school,"15,000,000",91,650b4b1a400c8a308e9b14ca,APPROVED,2023-09-20T19:42:22.167000Z,2023-09-20T19:52:14.058000Z,2023-09-20T20:20:59.396000,2023-09-20T19:52:14.556036Z,592,C18UP4AJ,259,22,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking)
9/20/23 14:40,9/20/23 14:52,189.156.225.66,100,773,TRUE,9/20/23 14:52,R_1etscCFfBAW4Ial,1,18.8987,-98.4427,EN,1,615df2e8304b4a312cb5cd6f,,,,,bz,a,Pass,10 tokens,12 tokens,Pass,,,,,,"You have to do what is going to benefit you more, if we can both win, then that is the best choice, being selfish leaves you in the same, but you can win more if you just share, it is all about strategy, it is about earning more.","Every day, we can make choices that could help others, but sometimes we don't want to help others, so we don't think about what we could win, we just think about the other's benefit, selfish people don't help others even if there is going to be a benefit for both parts, because only they want to win.",Hold,Hold,Pass,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",Terminal graduate degree,100000,82,650b4a9100d4421f2684d109,APPROVED,2023-09-20T19:40:01.030000Z,2023-09-20T19:53:12.632000Z,2023-09-20T20:20:55.153000,2023-09-20T19:53:13.190148Z,792,C18UP4AJ,82,23,Female,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,DATA_EXPIRED
9/20/23 14:39,9/20/23 14:52,46.205.212.216,100,725,TRUE,9/20/23 14:52,R_3lEziLuwtveqO4A,1,52.4052,16.9339,EN,1,60f150dd96da0e53dafc3d4f,5 tokens,15 tokens,Pass,,k,a,Pass,,,,,,,,,In the case of holding tokens the possible income is only limited to 5. Thus the most beneficial would be to both choose option to pass the tokens and earn evenly. However there is a risk of loosing the whole amount as player A.,In my mind this interaction feels close to gambling or cryptocurrency investing. Since there is always the risk of loosing all of our money. In this interaction the crucial part is trust we put in strangers when hoping to make money.,Hold,Hold,Pass,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",Some college,90000,80,650b4a8e65961789cb72b83e,APPROVED,2023-09-20T19:39:57.994000Z,2023-09-20T19:52:59.816000Z,2023-09-20T20:20:55.007000,2023-09-20T19:53:00.282808Z,782,C18UP4AJ,170,24,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
9/20/23 14:41,9/20/23 14:52,169.239.46.219,100,658,TRUE,9/20/23 14:52,R_2q3k68QD8zmMSA6,1,-29.8556,31.0449,EN,1,6170728496a5e625738361e6,5 tokens,15 tokens,Pass,,k,a,Pass,,,,,,,,,if they want a bigger payoff the player must be willing to risk it hoping the other player does the same,in the my daily life this reminds me of the relationship between my studies and using my cellphone or laptop for other activities ,Hold,Pass,Pass,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",Some college,4000000,94,650b4ad78c4ba680e3461908,APPROVED,2023-09-20T19:41:11.417000Z,2023-09-20T19:52:47.448000Z,2023-09-20T20:20:47.046000,2023-09-20T19:52:48.455297Z,697,C18UP4AJ,137,22,Male,Black,South Africa,South Africa,South Africa,English,Yes,Other
9/20/23 14:43,9/20/23 14:52,189.158.170.237,100,545,TRUE,9/20/23 14:52,R_2R1Tfwxt3losxrU,1,25.6554,-100.3258,EN,1,614b603d4da88384282967a7,,,,,ew,b,Hold,,,,,5 tokens,20 tokens,,Hold,Read the instructions correctly and always choose to hold. It is better to have your parte assured instead of being to the expectative of the other,"That in the daily life one should always look after your things, because most of the times people will do the same and it is very understandable",Hold,Hold,Hold,Pass,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",Some college,"5,000,000",72,650b4b510472ae0f1e9406bc,APPROVED,2023-09-20T19:43:13.066000Z,2023-09-20T19:52:28.188000Z,2023-09-20T20:20:50.163000,2023-09-20T19:52:28.881514Z,556,C18UP4AJ,181,22,Male,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED
9/20/23 14:40,9/20/23 14:53,62.131.70.127,100,748,TRUE,9/20/23 14:53,R_qCLa4OIMds4DJct,1,52.2908,6.8107,EN,0.899999976,644a4a32f3c57abfaaec369b,,,,,bz,a,Pass,10 tokens,15 tokens,Pass,,,,,,"To maximise potential earnings for both parties, choose to pass the tokens. The game is partly based on your trust in the counterpart and assuming everyone would like the highest return, choosing pass would be the most sensible option.","The interaction reminded me of the our system's wealth distribution in a way. When people choose to not be greedy and share, everyone benefits in the end. Which is certainly not the current status in our society.",Pass,Pass,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",High school,80,40,650b4ab3b8305a2d13d69f08,APPROVED,2023-09-20T19:40:35.763000Z,2023-09-20T19:53:45.572000Z,2023-09-20T20:20:46.441000,2023-09-20T19:53:46.046779Z,790,C18UP4AJ,112,20,Male,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Unemployed (and job seeking)
